area,bedrooms,bathrooms,location,age,parking,stories,main_road,furnishing_status,price
1435,2,1,Metro Corridor,8,0,2,Yes,Semi-Furnished,411350.48
1262,2,1,Waterfront Bay,19,1,1,No,Semi-Furnished,533363.45
2201,2,1,Suburban Heights,31,1,1,Yes,Furnished,572935.83
1066,2,1,Suburban Heights,1,1,3,Yes,Unfurnished,419229.08
3761,5,4,Suburban Heights,31,3,1,Yes,Furnished,1077332.22
2897,5,3,Waterfront Bay,8,2,1,Yes,Furnished,1277578.13
1498,5,4,West Hills,29,2,2,Yes,Semi-Furnished,710090.12
911,1,1,Waterfront Bay,19,0,2,Yes,Semi-Furnished,439770.86
3107,5,4,Green Valley,37,2,2,Yes,Semi-Furnished,697575.35
1727,2,1,Suburban Heights,0,2,1,Yes,Unfurnished,539879.98
2966,5,4,Metro Corridor,4,2,3,Yes,Unfurnished,818538.8
955,1,1,Waterfront Bay,34,1,2,No,Unfurnished,421737.02
1422,2,1,Metro Corridor,35,1,2,Yes,Furnished,367424.9
1811,2,2,Downtown,0,2,1,Yes,Unfurnished,722405.01
1842,3,2,Metro Corridor,13,2,1,Yes,Semi-Furnished,498564.88
1510,1,1,Suburban Heights,8,2,1,Yes,Furnished,471646.9
2319,4,3,Suburban Heights,29,1,1,Yes,Semi-Furnished,680418.25
1179,2,1,Downtown,23,1,1,Yes,Semi-Furnished,461660.61
1707,2,2,Downtown,3,2,1,Yes,Furnished,692423.3
1897,3,2,West Hills,13,0,2,Yes,Semi-Furnished,695548.49
2221,4,3,West Hills,24,2,2,Yes,Unfurnished,784516.33
2403,3,2,West Hills,3,3,2,Yes,Furnished,852666.24
1153,2,1,Waterfront Bay,24,2,1,Yes,Semi-Furnished,551441.37
978,1,1,Waterfront Bay,9,1,1,Yes,Semi-Furnished,541452.95
3014,5,4,Metro Corridor,34,1,1,Yes,Semi-Furnished,754587.12
2065,4,2,Metro Corridor,6,2,1,Yes,Furnished,598165.65
1340,3,2,Suburban Heights,41,2,1,Yes,Semi-Furnished,422582.2
3362,5,3,West Hills,12,1,2,Yes,Semi-Furnished,1110791.31
1893,3,1,Metro Corridor,3,1,2,No,Unfurnished,505919.15
2897,5,3,Metro Corridor,35,0,2,Yes,Unfurnished,699329.15
1857,4,2,Downtown,13,2,2,Yes,Unfurnished,760710.08
4122,5,4,Metro Corridor,17,2,2,Yes,Furnished,1039234.5
3648,5,3,Suburban Heights,7,3,2,No,Furnished,1081153.16
1636,2,2,West Hills,31,1,2,Yes,Semi-Furnished,604624.0
2666,4,3,Suburban Heights,26,2,2,No,Semi-Furnished,764314.39
2340,4,3,West Hills,41,1,2,No,Unfurnished,764008.1
3125,5,4,West Hills,36,1,2,Yes,Unfurnished,1009269.53
1229,2,2,Suburban Heights,22,2,1,Yes,Semi-Furnished,392116.91
2378,4,3,Suburban Heights,6,1,2,Yes,Furnished,816863.11
2761,5,3,West Hills,11,1,3,Yes,Unfurnished,969293.46
894,2,1,Suburban Heights,24,2,2,Yes,Furnished,379741.24
1126,2,1,Downtown,2,1,1,Yes,Furnished,547510.33
799,1,1,Downtown,25,0,1,Yes,Unfurnished,325363.45
1623,2,1,West Hills,3,1,2,Yes,Semi-Furnished,555824.13
2409,4,3,Metro Corridor,41,1,3,No,Furnished,637368.42
3297,5,4,Metro Corridor,35,2,1,Yes,Semi-Furnished,836795.48
1862,4,2,Waterfront Bay,14,1,2,No,Furnished,775340.87
3468,5,3,Suburban Heights,31,2,2,Yes,Semi-Furnished,1014139.59
1041,1,1,Waterfront Bay,28,0,1,Yes,Furnished,410338.93
914,1,1,Green Valley,9,1,2,Yes,Unfurnished,279430.92
1768,2,1,Waterfront Bay,20,1,1,No,Semi-Furnished,650125.09
2108,4,2,Suburban Heights,15,2,2,Yes,Semi-Furnished,666206.24
1784,2,1,West Hills,18,1,2,No,Furnished,577685.04
790,2,1,Metro Corridor,28,2,2,Yes,Furnished,345255.51
1744,3,2,Downtown,17,1,2,No,Semi-Furnished,747705.57
1072,2,2,Waterfront Bay,15,3,1,No,Semi-Furnished,549407.29
2363,3,2,Suburban Heights,0,2,2,No,Furnished,764074.51
2093,3,1,West Hills,1,2,2,Yes,Semi-Furnished,735691.78
1241,1,2,Downtown,14,2,2,Yes,Unfurnished,608560.5
1472,2,2,West Hills,38,2,2,Yes,Semi-Furnished,559665.88
1183,1,1,Suburban Heights,27,2,1,Yes,Furnished,389432.0
1763,3,2,Metro Corridor,0,1,2,Yes,Semi-Furnished,530885.36
2649,5,4,Waterfront Bay,4,0,2,No,Semi-Furnished,1174754.82
1218,2,2,Downtown,41,2,1,Yes,Furnished,521514.92
2211,4,2,Metro Corridor,21,1,3,No,Semi-Furnished,556607.99
1462,2,2,West Hills,35,1,2,Yes,Semi-Furnished,517946.65
1316,3,3,Metro Corridor,12,1,2,Yes,Unfurnished,428712.85
1732,3,2,Metro Corridor,0,1,2,Yes,Semi-Furnished,512015.27
1195,2,1,Downtown,15,2,2,No,Furnished,557887.57
1448,3,2,Waterfront Bay,40,0,2,Yes,Semi-Furnished,615101.04
1119,1,1,Waterfront Bay,21,3,1,No,Furnished,495546.95
3967,5,3,Green Valley,31,3,2,Yes,Furnished,832401.92
1833,2,2,Suburban Heights,15,3,2,No,Semi-Furnished,561428.95
1366,2,2,Downtown,14,1,2,Yes,Unfurnished,576906.73
1969,2,1,Waterfront Bay,41,1,2,Yes,Unfurnished,751749.49
1728,3,1,Metro Corridor,11,3,1,Yes,Furnished,485238.67
1655,2,1,Metro Corridor,0,2,1,No,Unfurnished,439174.83
2311,4,3,Green Valley,16,2,2,Yes,Furnished,603148.1
2447,3,2,Suburban Heights,40,1,1,No,Furnished,672259.2
1462,1,1,West Hills,27,1,2,Yes,Unfurnished,463484.69
1436,2,1,Waterfront Bay,6,2,1,Yes,Unfurnished,651489.04
1619,1,1,Downtown,8,1,1,Yes,Furnished,641882.09
719,1,1,Downtown,21,2,1,Yes,Furnished,340876.26
986,1,1,Waterfront Bay,25,2,2,Yes,Furnished,511987.48
3123,5,3,West Hills,11,2,2,No,Semi-Furnished,996596.52
3491,5,3,Green Valley,6,1,2,No,Unfurnished,744560.78
1636,3,3,Downtown,14,1,3,Yes,Furnished,748961.6
2277,4,3,Green Valley,37,3,1,No,Semi-Furnished,510436.97
2047,3,2,Suburban Heights,20,2,1,Yes,Furnished,662030.97
4800,5,3,Suburban Heights,13,2,2,Yes,Furnished,1314310.96
2829,4,3,Suburban Heights,1,2,2,Yes,Unfurnished,894349.39
1717,3,3,Suburban Heights,7,2,1,Yes,Unfurnished,607174.21
1233,3,2,Waterfront Bay,5,2,3,Yes,Furnished,678727.12
950,2,1,West Hills,36,1,3,Yes,Furnished,381690.7
1961,3,2,Metro Corridor,36,1,1,Yes,Furnished,526983.52
1336,1,1,Metro Corridor,32,1,1,No,Semi-Furnished,328889.86
1023,1,1,Suburban Heights,40,0,2,Yes,Furnished,337947.92
1396,2,1,Metro Corridor,5,1,1,No,Semi-Furnished,385513.37
1173,2,2,West Hills,25,0,1,No,Semi-Furnished,404086.07
3550,5,3,Green Valley,38,2,2,Yes,Furnished,730651.06
2572,5,3,Suburban Heights,40,1,2,Yes,Unfurnished,765689.66
1802,4,3,Green Valley,36,0,2,Yes,Furnished,460379.69
3268,5,4,West Hills,13,0,1,No,Unfurnished,993863.03
1864,3,2,Metro Corridor,36,2,2,No,Semi-Furnished,496654.64
1281,2,2,Downtown,7,0,2,No,Unfurnished,576235.04
3325,5,4,Suburban Heights,38,1,1,Yes,Furnished,963561.13
2242,3,1,Suburban Heights,12,0,1,No,Semi-Furnished,609689.36
1194,2,1,Downtown,12,2,2,Yes,Furnished,581032.64
1675,2,1,Waterfront Bay,39,3,3,Yes,Unfurnished,587227.27
1273,2,1,Green Valley,27,3,3,Yes,Semi-Furnished,388561.88
1039,2,2,Suburban Heights,17,1,1,No,Semi-Furnished,348528.87
2618,3,2,Downtown,18,2,2,No,Semi-Furnished,901505.57
3880,5,4,Suburban Heights,37,1,2,Yes,Unfurnished,1030849.48
1033,1,1,Downtown,31,1,2,No,Unfurnished,358605.02
2264,5,3,Suburban Heights,21,1,2,No,Unfurnished,733875.35
1393,2,1,West Hills,1,0,1,Yes,Unfurnished,500585.33
1487,1,1,Suburban Heights,12,2,2,Yes,Unfurnished,442388.63
1426,2,1,Metro Corridor,22,1,1,Yes,Semi-Furnished,366207.34
1279,1,1,Downtown,24,1,1,Yes,Furnished,559166.55
1843,3,2,Metro Corridor,27,1,2,Yes,Furnished,520315.43
1296,2,1,Green Valley,10,1,3,Yes,Semi-Furnished,349586.96
2014,3,2,Downtown,32,2,1,No,Semi-Furnished,665848.34
1772,4,3,Metro Corridor,23,2,2,Yes,Semi-Furnished,512855.1
1643,2,2,Suburban Heights,1,2,1,Yes,Furnished,544923.14
1257,1,1,Suburban Heights,29,1,2,Yes,Semi-Furnished,380747.79
1435,2,2,Waterfront Bay,16,0,2,Yes,Furnished,694299.53
2445,4,2,Suburban Heights,39,1,1,No,Semi-Furnished,663383.0
2209,2,2,Green Valley,33,3,1,Yes,Semi-Furnished,512559.79
1222,1,1,Waterfront Bay,37,3,1,Yes,Furnished,540068.43
1881,3,1,Downtown,21,2,1,No,Unfurnished,619341.17
2441,4,2,Waterfront Bay,4,1,1,Yes,Semi-Furnished,1024038.19
927,2,1,Suburban Heights,39,0,2,No,Unfurnished,271050.28
2246,3,2,Green Valley,15,1,1,Yes,Furnished,522340.42
1387,2,2,West Hills,12,2,2,Yes,Furnished,568370.45
2271,4,2,Waterfront Bay,25,2,1,No,Furnished,916011.13
1332,1,1,Suburban Heights,30,2,2,Yes,Furnished,383073.76
878,1,1,Suburban Heights,38,2,1,Yes,Furnished,266399.57
942,2,2,Downtown,22,0,1,Yes,Furnished,520528.84
1843,3,2,Suburban Heights,11,0,2,Yes,Unfurnished,535953.72
2005,3,2,Downtown,13,0,1,No,Unfurnished,648354.08
1259,2,1,Metro Corridor,17,1,2,No,Unfurnished,318475.0
2334,2,2,Suburban Heights,26,1,2,Yes,Unfurnished,647309.85
930,1,1,Metro Corridor,27,2,2,Yes,Semi-Furnished,306579.39
1760,3,3,Green Valley,17,2,1,No,Semi-Furnished,426713.71
1113,1,1,Green Valley,15,1,1,No,Furnished,278087.94
1393,2,1,Downtown,15,0,2,Yes,Furnished,535165.51
1842,3,3,Green Valley,12,0,2,No,Unfurnished,442472.83
1281,2,1,Metro Corridor,28,2,1,Yes,Unfurnished,336571.61
1550,2,1,Metro Corridor,8,1,1,Yes,Unfurnished,393341.32
2704,4,2,Downtown,25,1,1,No,Unfurnished,877661.8
1435,2,2,Downtown,27,2,2,Yes,Furnished,544086.37
2525,4,4,Green Valley,40,1,1,Yes,Semi-Furnished,573334.5
1150,2,2,Waterfront Bay,12,1,2,Yes,Semi-Furnished,592497.65
2234,3,3,Downtown,35,2,1,Yes,Unfurnished,767017.43
3218,5,3,Suburban Heights,8,2,2,Yes,Unfurnished,942785.54
672,1,1,Green Valley,13,2,1,No,Semi-Furnished,205010.33
1314,1,1,Suburban Heights,11,1,2,Yes,Furnished,391059.25
2277,4,4,Green Valley,31,1,1,Yes,Furnished,551551.95
1667,2,2,Suburban Heights,37,2,1,Yes,Semi-Furnished,475385.35
2097,3,2,Waterfront Bay,2,1,1,Yes,Unfurnished,883943.69
1419,3,3,Suburban Heights,15,2,1,Yes,Furnished,581902.97
1871,2,1,West Hills,19,2,1,Yes,Furnished,622245.26
1698,2,2,Suburban Heights,31,2,2,Yes,Semi-Furnished,558189.59
2884,4,3,Suburban Heights,22,1,2,No,Unfurnished,794223.83
2001,3,2,Waterfront Bay,16,1,1,Yes,Semi-Furnished,840837.37
2069,4,3,Waterfront Bay,15,1,2,No,Semi-Furnished,919406.03
1533,2,1,West Hills,37,2,2,Yes,Semi-Furnished,577886.98
1487,2,1,Suburban Heights,7,1,1,No,Furnished,457962.8
1520,2,2,Downtown,18,0,3,Yes,Furnished,659831.47
2117,3,2,Downtown,29,0,2,No,Unfurnished,720898.57
1527,2,2,Suburban Heights,33,1,3,Yes,Unfurnished,503962.39
2030,3,2,Green Valley,13,0,1,No,Semi-Furnished,457774.88
4147,5,3,Suburban Heights,21,0,1,Yes,Semi-Furnished,1087398.96
2561,4,2,Downtown,16,2,2,No,Unfurnished,887786.55
1586,2,2,Suburban Heights,14,0,2,No,Semi-Furnished,456558.84
2923,4,3,West Hills,31,0,1,Yes,Furnished,889729.56
1535,3,2,West Hills,12,2,2,Yes,Semi-Furnished,609884.04
800,2,2,Waterfront Bay,20,2,2,Yes,Semi-Furnished,503157.11
1208,2,2,West Hills,39,1,1,No,Semi-Furnished,388520.94
855,1,1,West Hills,32,0,2,Yes,Unfurnished,365278.91
1570,3,2,Downtown,26,2,2,Yes,Unfurnished,679594.44
1821,2,1,Downtown,34,1,1,Yes,Furnished,631433.09
3535,5,3,Suburban Heights,15,0,3,Yes,Semi-Furnished,999535.91
2060,3,2,West Hills,27,0,1,Yes,Semi-Furnished,686154.29
1656,4,3,Green Valley,33,0,1,Yes,Semi-Furnished,402726.37
2519,3,2,Suburban Heights,0,1,2,Yes,Semi-Furnished,751933.69
746,2,1,Metro Corridor,40,2,3,Yes,Semi-Furnished,274085.74
1986,4,2,Downtown,30,2,2,Yes,Unfurnished,753520.07
2461,4,3,Metro Corridor,35,1,2,Yes,Semi-Furnished,618523.4
1000,2,1,West Hills,32,1,2,Yes,Unfurnished,390525.53
2856,4,3,West Hills,32,2,3,Yes,Furnished,970881.8
2070,4,4,Downtown,38,1,1,Yes,Semi-Furnished,1298358.76
1531,2,2,Downtown,17,1,2,No,Semi-Furnished,579231.12
2328,2,2,West Hills,22,2,2,Yes,Unfurnished,765542.95
4484,5,4,Downtown,22,2,1,Yes,Semi-Furnished,1493822.2
1944,3,3,Downtown,14,1,2,Yes,Furnished,823019.92
1996,3,2,Downtown,25,2,2,Yes,Semi-Furnished,834488.51
1504,2,1,Downtown,29,1,2,Yes,Semi-Furnished,581423.15
1286,3,1,West Hills,24,1,1,No,Unfurnished,439349.75
2520,3,3,Suburban Heights,15,0,2,Yes,Semi-Furnished,774376.8
1283,2,2,Waterfront Bay,38,2,1,Yes,Unfurnished,531345.34
1860,2,1,Suburban Heights,13,2,1,Yes,Unfurnished,548606.44
1493,3,2,Metro Corridor,16,2,2,No,Furnished,443631.95
2189,3,2,Green Valley,11,0,2,Yes,Semi-Furnished,499809.71
2066,3,2,Suburban Heights,28,0,1,Yes,Semi-Furnished,618969.32
2738,4,3,Suburban Heights,31,1,1,Yes,Unfurnished,766782.77
1474,3,1,Waterfront Bay,23,1,2,Yes,Furnished,705223.19
1623,3,2,Suburban Heights,12,1,3,No,Furnished,557035.86
1222,2,1,West Hills,19,3,3,Yes,Furnished,562074.4
1513,2,1,Suburban Heights,14,2,2,Yes,Semi-Furnished,495277.32
2102,4,3,Waterfront Bay,3,1,1,Yes,Furnished,977086.45
2447,3,2,West Hills,33,0,1,Yes,Semi-Furnished,726182.4
1250,2,1,Green Valley,27,0,1,Yes,Unfurnished,282638.03
2560,5,3,Metro Corridor,1,2,1,No,Semi-Furnished,699262.71
3109,5,4,Metro Corridor,29,2,1,Yes,Semi-Furnished,772300.05
2133,3,2,Waterfront Bay,25,2,1,Yes,Unfurnished,848922.62
3830,5,4,Waterfront Bay,25,1,2,Yes,Semi-Furnished,1478536.05
1326,1,1,Metro Corridor,19,0,1,No,Furnished,362217.33
1098,2,1,Downtown,41,3,2,Yes,Semi-Furnished,392424.41
887,2,2,West Hills,27,3,3,No,Semi-Furnished,477824.8
3289,4,3,Suburban Heights,19,1,2,Yes,Furnished,963595.71
2349,3,2,Suburban Heights,10,0,2,Yes,Semi-Furnished,702719.57
1768,3,3,Suburban Heights,9,1,2,Yes,Unfurnished,606790.73
2022,3,3,Metro Corridor,22,2,1,Yes,Semi-Furnished,542685.4
1152,1,1,Downtown,36,2,1,Yes,Semi-Furnished,487907.97
4800,5,3,Metro Corridor,40,2,1,Yes,Semi-Furnished,1081885.7
1903,3,1,Metro Corridor,18,0,1,Yes,Unfurnished,461418.55
1888,3,2,Green Valley,17,0,2,Yes,Unfurnished,443265.13
2417,3,2,Suburban Heights,26,0,3,Yes,Semi-Furnished,681474.23
2191,4,3,Suburban Heights,5,2,3,Yes,Semi-Furnished,775843.06
1977,4,3,Green Valley,9,1,1,No,Semi-Furnished,492481.61
1317,2,1,Suburban Heights,1,2,3,Yes,Semi-Furnished,502496.02
2183,3,1,Suburban Heights,23,0,1,No,Furnished,584945.7
3838,5,3,Suburban Heights,37,3,2,Yes,Semi-Furnished,1113250.03
3096,5,4,Downtown,27,2,1,Yes,Semi-Furnished,1120397.58
3419,5,4,Suburban Heights,27,1,1,No,Furnished,963462.07
1473,3,2,West Hills,38,2,1,Yes,Furnished,579926.26
1217,1,1,West Hills,1,1,2,Yes,Furnished,511574.62
1719,3,3,Downtown,4,1,1,Yes,Semi-Furnished,769985.28
1848,3,2,Metro Corridor,10,1,1,Yes,Semi-Furnished,580222.94
2800,4,3,Suburban Heights,9,2,3,No,Furnished,895334.17
918,1,1,Suburban Heights,1,2,3,No,Unfurnished,343606.13
3333,5,4,Green Valley,14,1,1,Yes,Semi-Furnished,740044.82
1697,2,1,Waterfront Bay,38,2,2,Yes,Furnished,673997.75
1524,3,2,Metro Corridor,40,2,1,No,Furnished,404661.99
1206,2,1,West Hills,36,2,1,Yes,Semi-Furnished,421372.69
932,2,2,West Hills,6,1,2,Yes,Furnished,477270.16
2513,4,4,Suburban Heights,19,1,1,Yes,Furnished,802151.72
1861,2,1,Waterfront Bay,33,2,2,Yes,Semi-Furnished,633983.38
1079,2,1,Suburban Heights,34,0,2,No,Semi-Furnished,294187.21
1077,1,1,Suburban Heights,33,1,2,Yes,Unfurnished,338614.28
1580,3,2,Waterfront Bay,21,2,2,Yes,Unfurnished,785314.39
3524,4,3,Metro Corridor,30,1,2,Yes,Unfurnished,807474.7
1629,2,1,Suburban Heights,22,3,1,No,Furnished,485198.9
991,1,1,Metro Corridor,18,0,1,Yes,Furnished,289299.58
1638,3,2,Suburban Heights,3,3,2,No,Unfurnished,613187.64
1621,3,1,Suburban Heights,23,1,2,No,Semi-Furnished,480290.75
650,1,1,Green Valley,19,0,2,Yes,Semi-Furnished,162811.27
1769,2,2,Green Valley,38,1,2,Yes,Furnished,449760.49
1648,2,2,Waterfront Bay,27,2,1,Yes,Furnished,735009.19
2388,3,3,Metro Corridor,38,2,2,Yes,Furnished,601852.64
3787,5,3,Suburban Heights,16,1,1,No,Semi-Furnished,997535.88
2837,4,3,Downtown,18,1,3,Yes,Furnished,1050345.77
1623,1,1,West Hills,34,2,2,Yes,Semi-Furnished,508409.27
1161,2,2,Green Valley,31,1,1,Yes,Semi-Furnished,334570.33
4800,5,3,Green Valley,38,2,2,No,Furnished,903114.79
1851,2,1,Downtown,34,0,2,Yes,Furnished,612373.86
1818,2,2,Metro Corridor,29,2,1,Yes,Semi-Furnished,477817.8
1790,3,2,Metro Corridor,16,2,2,Yes,Furnished,534394.16
1957,4,3,Suburban Heights,41,3,2,Yes,Furnished,640383.12
1706,3,2,West Hills,28,2,2,Yes,Furnished,670874.57
1437,2,1,Suburban Heights,5,1,1,Yes,Semi-Furnished,459529.87
1452,3,2,Waterfront Bay,16,0,2,Yes,Semi-Furnished,662299.65
1784,2,1,Metro Corridor,16,2,3,Yes,Furnished,513486.21
1454,2,1,Waterfront Bay,13,1,3,No,Semi-Furnished,625823.49
1359,1,1,Suburban Heights,23,2,2,Yes,Unfurnished,398907.36
1886,2,1,Downtown,36,2,3,Yes,Semi-Furnished,645528.13
1632,2,2,West Hills,39,1,2,Yes,Furnished,618743.91
3299,5,4,Suburban Heights,38,1,1,Yes,Semi-Furnished,942454.33
650,1,1,Suburban Heights,31,1,2,Yes,Semi-Furnished,242667.61
2797,4,3,West Hills,35,1,1,No,Unfurnished,875308.46
2976,4,4,Downtown,36,0,1,Yes,Unfurnished,1034165.17
788,2,1,Metro Corridor,13,1,2,Yes,Semi-Furnished,295324.78
1576,2,1,Suburban Heights,26,1,2,Yes,Semi-Furnished,441170.61
1558,3,4,Suburban Heights,18,1,2,Yes,Unfurnished,552494.08
1029,1,1,Downtown,30,0,2,Yes,Unfurnished,403232.4
1324,2,1,Downtown,8,1,1,No,Semi-Furnished,541219.27
1159,1,1,Green Valley,37,0,1,Yes,Furnished,234019.11
3644,5,4,Suburban Heights,16,2,1,Yes,Furnished,1053943.05
2628,5,4,West Hills,18,1,2,No,Semi-Furnished,943201.35
3006,5,3,Downtown,3,1,1,Yes,Semi-Furnished,1160768.9
2413,4,2,West Hills,10,2,1,Yes,Unfurnished,826951.01
1150,2,1,Green Valley,21,3,1,Yes,Unfurnished,298410.99
1465,2,1,Waterfront Bay,3,0,2,Yes,Furnished,664677.6
2198,3,2,West Hills,16,1,2,Yes,Semi-Furnished,735664.27
1108,1,1,Green Valley,7,1,2,No,Furnished,306339.35
2404,4,2,West Hills,33,1,1,No,Semi-Furnished,776278.83
1642,2,2,Downtown,10,3,1,No,Semi-Furnished,647947.66
1556,3,2,Suburban Heights,30,2,1,Yes,Furnished,526723.7
2402,4,2,Downtown,10,2,1,No,Furnished,903541.93
2159,4,3,Metro Corridor,37,1,1,Yes,Furnished,574581.59
1564,2,1,West Hills,20,2,1,Yes,Furnished,544889.87
2874,5,3,Green Valley,29,0,1,Yes,Unfurnished,637667.66
1173,3,2,Downtown,9,1,1,Yes,Furnished,592616.19
2313,3,2,Suburban Heights,25,1,1,No,Furnished,630691.51
2292,3,3,Downtown,26,1,2,Yes,Furnished,895475.87
1597,1,1,Suburban Heights,7,1,3,No,Unfurnished,453898.23
2059,4,3,Downtown,38,2,2,Yes,Semi-Furnished,760776.11
1096,1,1,Suburban Heights,7,0,1,Yes,Furnished,311151.8
2616,4,3,Metro Corridor,7,0,1,Yes,Semi-Furnished,692377.78
1679,3,2,Downtown,33,1,2,Yes,Semi-Furnished,641641.57
1466,2,1,Suburban Heights,15,1,1,No,Semi-Furnished,453645.29
2750,4,3,Green Valley,40,2,2,Yes,Semi-Furnished,621537.8
1364,2,1,Green Valley,12,2,2,No,Furnished,363441.61
1029,2,1,Waterfront Bay,22,2,3,Yes,Unfurnished,508228.43
970,1,1,Green Valley,11,1,2,Yes,Semi-Furnished,289977.81
2304,3,1,Waterfront Bay,26,2,2,Yes,Semi-Furnished,944055.07
1083,1,1,Suburban Heights,21,2,2,No,Furnished,316064.52
3647,5,4,Metro Corridor,31,1,1,Yes,Unfurnished,861942.14
786,2,1,Metro Corridor,26,1,1,Yes,Semi-Furnished,288771.42
3563,5,4,Metro Corridor,1,2,1,Yes,Furnished,917332.55
1967,4,3,Metro Corridor,32,0,1,Yes,Furnished,543441.66
1739,2,1,Waterfront Bay,25,1,1,Yes,Semi-Furnished,638576.97
1453,3,3,Suburban Heights,27,0,1,Yes,Unfurnished,466352.36
2121,4,3,Suburban Heights,18,0,2,Yes,Unfurnished,614308.72
1781,3,2,Suburban Heights,4,0,1,Yes,Semi-Furnished,591806.38
2811,5,3,Downtown,32,1,1,Yes,Semi-Furnished,1011209.57
1892,2,2,Waterfront Bay,19,2,1,Yes,Furnished,749278.12
1920,3,2,Metro Corridor,29,1,2,Yes,Semi-Furnished,517936.91
1563,2,2,Metro Corridor,7,2,1,Yes,Unfurnished,457611.86
1767,3,1,West Hills,37,1,3,Yes,Semi-Furnished,562618.28
2044,3,2,Suburban Heights,16,3,2,Yes,Furnished,726410.95
912,2,2,West Hills,0,3,2,Yes,Furnished,528382.68
1054,2,1,West Hills,2,2,1,Yes,Furnished,508345.38
2434,4,2,Green Valley,25,3,2,Yes,Semi-Furnished,573906.03
1935,3,2,Downtown,30,2,2,Yes,Unfurnished,678056.22
1679,2,1,Suburban Heights,7,2,1,Yes,Furnished,480355.16
1821,2,1,Green Valley,7,1,1,No,Semi-Furnished,377785.24
2077,4,3,Green Valley,34,1,1,Yes,Semi-Furnished,520539.26
1456,3,2,Suburban Heights,38,2,3,Yes,Unfurnished,474455.39
1324,2,1,Downtown,27,1,1,Yes,Semi-Furnished,526979.48
1955,3,2,Metro Corridor,3,2,2,Yes,Furnished,560592.09
1222,1,1,West Hills,15,2,1,Yes,Furnished,441389.56
2128,3,3,Metro Corridor,12,1,2,No,Semi-Furnished,565780.22
915,3,2,Suburban Heights,19,2,2,Yes,Unfurnished,404675.32
2728,3,2,Waterfront Bay,4,0,1,No,Furnished,984268.75
2184,3,2,Downtown,36,1,1,Yes,Semi-Furnished,726799.62
2003,4,3,Suburban Heights,19,1,1,No,Semi-Furnished,620770.82
2678,3,3,Downtown,23,1,1,Yes,Semi-Furnished,903491.79
3519,5,3,Downtown,35,1,2,Yes,Furnished,1156378.88
2712,5,4,Suburban Heights,33,1,1,Yes,Unfurnished,800427.71
865,1,1,Suburban Heights,33,1,2,Yes,Semi-Furnished,258238.57
1083,3,2,Waterfront Bay,18,2,1,No,Semi-Furnished,609337.69
1408,1,1,Downtown,16,2,1,Yes,Semi-Furnished,578126.14
1827,3,1,Green Valley,4,1,2,Yes,Unfurnished,425798.79
2224,3,1,Downtown,24,1,2,Yes,Semi-Furnished,792082.2
1352,3,2,Suburban Heights,17,2,1,Yes,Semi-Furnished,490963.22
1948,3,2,Waterfront Bay,7,2,2,No,Semi-Furnished,897072.35
1336,2,2,Metro Corridor,26,1,1,Yes,Semi-Furnished,371368.83
1415,2,1,Suburban Heights,14,0,2,Yes,Furnished,467805.08
1030,1,1,Downtown,12,2,1,Yes,Unfurnished,448077.87
1249,2,1,Downtown,15,2,1,Yes,Unfurnished,518784.09
1052,2,1,West Hills,21,0,2,No,Semi-Furnished,356470.11
1223,2,2,West Hills,19,1,1,No,Semi-Furnished,486298.23
2755,5,3,Suburban Heights,12,1,1,Yes,Furnished,835987.35
1236,2,1,Downtown,19,2,1,Yes,Unfurnished,484384.21
4800,5,3,Suburban Heights,1,1,2,No,Semi-Furnished,1240164.57
2202,3,2,West Hills,34,1,3,Yes,Semi-Furnished,702673.12
1946,3,2,West Hills,18,0,2,Yes,Unfurnished,640350.82
1282,3,2,Downtown,36,3,2,Yes,Semi-Furnished,599169.6
2392,5,4,Suburban Heights,5,2,2,Yes,Unfurnished,840435.95
1436,2,1,Waterfront Bay,13,2,1,Yes,Semi-Furnished,637176.33
1898,3,2,West Hills,3,2,1,No,Semi-Furnished,721114.45
4800,5,3,West Hills,21,1,3,Yes,Semi-Furnished,1420711.05
1739,3,1,Green Valley,38,3,1,Yes,Semi-Furnished,367048.77
2863,5,4,Suburban Heights,35,0,1,Yes,Unfurnished,780424.58
1364,3,2,Suburban Heights,33,2,2,Yes,Semi-Furnished,494507.77
1782,2,2,Waterfront Bay,26,1,2,Yes,Semi-Furnished,723780.75
3671,5,3,Waterfront Bay,6,1,1,Yes,Furnished,1416442.42
1406,2,2,Downtown,2,1,1,Yes,Furnished,595324.08
3733,5,3,Waterfront Bay,32,2,2,No,Semi-Furnished,1373738.23
2399,4,4,Downtown,1,2,2,Yes,Semi-Furnished,1018079.14
1443,2,1,Green Valley,41,1,1,Yes,Unfurnished,307316.77
2328,4,3,West Hills,15,1,1,Yes,Semi-Furnished,804124.03
2667,5,3,Downtown,24,3,3,Yes,Semi-Furnished,1110915.59
2318,3,2,Downtown,14,1,1,No,Unfurnished,781893.95
964,2,1,Suburban Heights,23,2,2,Yes,Semi-Furnished,371549.57
1351,3,2,Waterfront Bay,14,2,1,Yes,Unfurnished,601919.09
1637,3,2,Waterfront Bay,30,1,1,Yes,Semi-Furnished,712059.01
1755,3,2,Suburban Heights,13,0,1,Yes,Furnished,522635.4
2317,4,3,Green Valley,13,1,3,Yes,Semi-Furnished,596702.22
